# -- start of yaml config --
# ---
# app:
#   name: fview2-pylon
#   version: 0.20.29
#   git_hash: 40bdbc539a03f94077ff55a1471cf0c3581724fd
# camera:
#   vendor: Basler
#   model: Basler-22139106
#   serial: "22139106"
#   width: 1280
#   height: 1024
# created_at: "2019-11-07T14:20:13.950702825+01:00"
# csv_rate_limit: ~
# object_detection_cfg:
#   do_update_background_model: false
#   polarity: DetectDark
#   alpha: 0.009999999776482582
#   n_sigma: 7.0
#   bright_non_gaussian_cutoff: 255
#   bright_non_gaussian_replacement: 5
#   bg_update_interval: 200000
#   diff_threshold: 10
#   use_cmp: true
#   max_num_points: 1
#   feature_window_size: 30
#   clear_fraction: 0.30000001192092898
#   despeckle_threshold: 5
#   valid_region:
#     Circle:
#       center_x: 650
#       center_y: 464
#       radius: 466
# -- end of yaml config --
time_microseconds,frame,x_px,y_px,orientation_radians_mod_pi,central_moment,led_1,led_2,led_3
821085,17219255,506.9,402.7,-1.202,4039,16000,0,0
827013,17219256,507.0,402.7,-1.204,3911,16000,0,0
832859,17219257,506.9,402.7,-1.207,3991,16000,0,0
838842,17219258,506.9,402.7,-1.194,3974,16000,0,0
844704,17219259,507.0,402.8,-1.202,3972,16000,0,0
850726,17219260,506.9,402.6,-1.209,4009,16000,0,0
856521,17219261,506.9,402.7,-1.211,3937,16000,0,0
862458,17219262,507.0,402.7,-1.211,4042,16000,0,0
868335,17219263,506.9,402.7,-1.204,3973,16000,0,0
874235,17219264,507.0,402.7,-1.202,3962,16000,0,0
880097,17219265,506.9,402.7,-1.187,3916,16000,0,0
886086,17219266,507.0,402.6,-1.190,3956,16000,0,0
891991,17219267,506.9,402.6,-1.195,3978,16000,0,0
897866,17219268,506.9,402.6,-1.209,3939,16000,0,0
903815,17219269,507.0,402.7,-1.214,3965,16000,0,0
909722,17219270,506.9,402.9,-1.209,3907,16000,0,0
915656,17219271,506.9,402.7,-1.201,3944,16000,0,0
921513,17219272,507.0,402.7,-1.212,4036,16000,0,0
927456,17219273,506.9,402.7,-1.214,4022,16000,0,0
933288,17219274,506.9,402.7,-1.205,3917,16000,0,0
939216,17219275,507.0,402.7,-1.201,4037,16000,0,0
945149,17219276,506.9,402.6,-1.199,4036,16000,0,0
951054,17219277,506.9,402.8,-1.215,4011,16000,0,0
956886,17219278,506.9,402.7,-1.207,4025,16000,0,0
963041,17219279,506.9,402.7,-1.195,3892,16000,0,0
968791,17219280,506.9,402.8,-1.197,3791,16000,0,0
974694,17219281,507.0,402.7,-1.198,4044,16000,0,0
980536,17219282,506.9,402.8,-1.197,3957,16000,0,0
990185,17219283,506.9,402.7,-1.201,3882,16000,0,0
992404,17219284,506.9,402.7,-1.193,3918,16000,0,0
998821,17219285,506.9,402.8,-1.207,3993,16000,0,0
1004180,17219286,506.9,402.6,-1.197,4024,16000,0,0
1010363,17219287,506.9,402.7,-1.181,3956,16000,0,0
1019623,17219288,507.0,402.7,-1.208,4058,16000,0,0
1023717,17219289,506.9,402.7,-1.212,3967,16000,0,0
1027853,17219290,506.9,402.6,-1.191,3978,16000,0,0
1033764,17219291,506.9,402.7,-1.202,3915,16000,0,0
1039895,17219292,506.9,402.8,-1.213,4029,16000,0,0
1047916,17219293,506.9,402.8,-1.211,3995,16000,0,0
1051447,17219294,506.9,402.8,-1.181,4008,16000,0,0
1060763,17219295,506.9,402.7,-1.192,3994,16000,0,0
1063676,17219296,507.0,402.7,-1.216,3967,16000,0,0
1069320,17219297,506.9,402.7,-1.212,3995,16000,0,0
1075081,17219298,507.0,402.8,-1.210,4017,16000,0,0
1081103,17219299,506.9,402.7,-1.216,3954,16000,0,0
1086856,17219300,506.9,402.6,-1.216,3979,16000,0,0
1092964,17219301,506.9,402.7,-1.173,3906,16000,0,0
1098719,17219302,506.9,402.7,-1.213,4025,16000,0,0
1104619,17219303,506.9,402.7,-1.203,4023,16000,0,0
1110569,17219304,506.9,402.7,-1.208,3975,16000,0,0
1116455,17219305,506.9,402.7,-1.208,3913,16000,0,0
1122413,17219306,506.9,402.7,-1.198,3934,16000,0,0
1128255,17219307,507.0,402.6,-1.221,4036,16000,0,0
1134165,17219308,506.9,402.7,-1.214,3951,16000,0,0
1140067,17219309,506.9,402.7,-1.203,3848,16000,0,0
1146000,17219310,506.9,402.7,-1.199,3999,16000,0,0
1151881,17219311,506.9,402.7,-1.194,4054,16000,0,0
1157820,17219312,506.9,402.7,-1.203,3853,16000,0,0
1163916,17219313,506.9,402.8,-1.186,3962,16000,0,0
1169642,17219314,506.9,402.7,-1.203,3998,16000,0,0
1175558,17219315,506.9,402.7,-1.214,4018,16000,0,0
1181428,17219316,506.9,402.8,-1.202,3960,16000,0,0
1187331,17219317,506.9,402.7,-1.206,4023,16000,0,0
1193245,17219318,506.9,402.9,-1.205,3888,16000,0,0
1199148,17219319,506.9,402.7,-1.202,3966,16000,0,0
1205065,17219320,506.9,402.7,-1.191,3893,16000,0,0
1210911,17219321,506.8,402.8,-1.194,3851,16000,0,0
1217623,17219322,506.9,402.7,-1.193,3966,16000,0,0
1222835,17219323,506.9,402.7,-1.200,3921,16000,0,0
1228699,17219324,506.9,402.7,-1.201,4024,16000,0,0
1234622,17219325,507.0,402.7,-1.217,4083,16000,0,0
1240513,17219326,506.8,402.8,-1.197,3927,16000,0,0
1246378,17219327,506.9,402.8,-1.199,3946,16000,0,0
1252332,17219328,506.9,402.7,-1.201,3908,16000,0,0
1258241,17219329,507.0,402.7,-1.200,3947,16000,0,0
1264168,17219330,506.9,402.7,-1.203,3992,16000,0,0
1270034,17219331,506.9,402.7,-1.206,3833,16000,0,0
1275937,17219332,506.9,402.7,-1.207,3918,16000,0,0
1282134,17219333,506.9,402.7,-1.193,4017,16000,0,0
1288733,17219334,506.9,402.7,-1.194,3938,16000,0,0
1293691,17219335,506.9,402.7,-1.203,3964,16000,0,0
1299601,17219336,507.0,402.7,-1.209,3938,16000,0,0
1305489,17219337,506.9,402.7,-1.194,4003,16000,0,0
1311384,17219338,506.9,402.7,-1.199,3955,16000,0,0
1317294,17219339,506.9,402.7,-1.189,3950,16000,0,0
1323239,17219340,506.9,402.8,-1.201,3953,16000,0,0
1329204,17219341,506.9,402.7,-1.216,3961,16000,0,0
1335060,17219342,506.9,402.7,-1.188,4005,16000,0,0
1340932,17219343,506.9,402.7,-1.215,3969,16000,0,0
1346813,17219344,507.0,402.7,-1.203,3998,16000,0,0
1352809,17219345,506.9,402.8,-1.215,3898,16000,0,0
1358642,17219346,506.9,402.7,-1.205,3980,16000,0,0
1364537,17219347,506.9,402.7,-1.207,4019,16000,0,0
1370580,17219348,507.0,402.8,-1.203,4031,16000,0,0
1376405,17219349,506.9,402.6,-1.211,3955,16000,0,0
1382313,17219350,506.9,402.7,-1.211,4004,16000,0,0
1388171,17219351,506.9,402.7,-1.196,3840,16000,0,0
1394072,17219352,506.9,402.7,-1.206,4001,16000,0,0
1399966,17219353,506.9,402.6,-1.203,3882,16000,0,0
1405932,17219354,506.9,402.8,-1.201,4044,16000,0,0
1411835,17219355,506.9,402.7,-1.196,3960,16000,0,0
1417749,17219356,506.9,402.8,-1.193,3908,16000,0,0
1423624,17219357,506.9,402.6,-1.202,3964,16000,0,0
1429581,17219358,506.9,402.8,-1.206,3936,16000,0,0
1435480,17219359,506.9,402.8,-1.198,3935,16000,0,0
1441386,17219360,507.0,402.7,-1.211,3959,16000,0,0
1447236,17219361,506.9,402.8,-1.215,4023,16000,0,0
1453140,17219362,506.9,402.9,-1.204,3935,16000,0,0
1459047,17219363,506.9,402.8,-1.200,3919,16000,0,0
1464956,17219364,506.9,402.7,-1.209,3987,16000,0,0
1470886,17219365,507.0,402.7,-1.189,3945,16000,0,0
1476907,17219366,506.9,402.7,-1.210,4019,16000,0,0
1482695,17219367,506.9,402.8,-1.223,3976,16000,0,0
1488636,17219368,506.9,402.6,-1.206,3967,16000,0,0
1494530,17219369,506.9,402.7,-1.208,3953,16000,0,0
1500399,17219370,507.0,402.6,-1.183,3878,16000,0,0
1506335,17219371,506.9,402.6,-1.201,3971,16000,0,0
1512228,17219372,506.9,402.8,-1.220,3998,16000,0,0
1523557,17219373,506.9,402.7,-1.206,4121,16000,0,0
1524184,17219374,506.9,402.8,-1.189,3953,16000,0,0
1529971,17219375,506.9,402.8,-1.197,3953,16000,0,0
1535899,17219376,506.9,402.7,-1.192,3896,16000,0,0
1541784,17219377,507.0,402.7,-1.194,4088,16000,0,0
1547648,17219378,506.9,402.7,-1.207,3985,16000,0,0
1553598,17219379,506.9,402.6,-1.202,3958,16000,0,0
1559534,17219380,506.9,402.7,-1.195,4025,16000,0,0
1565349,17219381,506.9,402.8,-1.209,4063,16000,0,0
1571345,17219382,506.9,402.7,-1.214,3988,16000,0,0
1577255,17219383,507.0,402.7,-1.208,4049,16000,0,0
1583147,17219384,507.0,402.7,-1.208,4003,16000,0,0
1589014,17219385,506.9,402.7,-1.204,4006,16000,0,0
1594973,17219386,506.9,402.7,-1.202,3943,16000,0,0
1600874,17219387,506.9,402.8,-1.198,3908,16000,0,0
1606767,17219388,506.9,402.7,-1.190,3981,16000,0,0
1612766,17219389,506.9,402.6,-1.199,3985,16000,0,0
1618563,17219390,506.9,402.7,-1.195,4039,16000,0,0
1624485,17219391,506.8,402.8,-1.211,3920,16000,0,0
1630392,17219392,506.9,402.8,-1.192,3962,16000,0,0
1636300,17219393,507.0,402.7,-1.196,4010,16000,0,0
1642208,17219394,506.9,402.8,-1.205,3981,16000,0,0
1648122,17219395,506.9,402.7,-1.221,3962,16000,0,0
1654088,17219396,506.9,402.8,-1.202,3985,16000,0,0
1659888,17219397,506.9,402.7,-1.202,3962,16000,0,0
1665857,17219398,507.0,402.7,-1.210,4018,16000,0,0
1671788,17219399,506.9,402.7,-1.196,3923,16000,0,0
1677684,17219400,506.9,402.7,-1.203,3945,16000,0,0
1690232,17219401,506.9,402.7,-1.202,3985,16000,0,0
1690457,17219402,506.9,402.7,-1.214,3939,16000,0,0
1695388,17219403,506.9,402.7,-1.205,3885,16000,0,0
1701287,17219404,507.0,402.7,-1.211,4034,16000,0,0
1707203,17219405,506.9,402.7,-1.221,4080,16000,0,0
1713378,17219406,506.9,402.6,-1.208,3957,16000,0,0
1719052,17219407,506.9,402.7,-1.198,4008,16000,0,0
1724882,17219408,506.9,402.7,-1.208,3937,16000,0,0
1730791,17219409,507.0,402.7,-1.189,3978,16000,0,0
1736715,17219410,506.9,402.7,-1.198,4008,16000,0,0
1742608,17219411,506.9,402.6,-1.199,3937,16000,0,0
1748608,17219412,507.0,402.7,-1.190,3974,16000,0,0
1754440,17219413,506.9,402.7,-1.204,3944,16000,0,0
1760399,17219414,506.9,402.7,-1.205,3943,16000,0,0
1766236,17219415,506.9,402.7,-1.189,3979,16000,0,0
1772178,17219416,506.9,402.6,-1.204,3950,16000,0,0
1778019,17219417,506.9,402.7,-1.200,4043,16000,0,0
1784026,17219418,507.0,402.7,-1.207,3995,16000,0,0
1791581,17219419,506.9,402.8,-1.208,3870,16000,0,0
1795926,17219420,506.9,402.7,-1.206,4007,16000,0,0
1801689,17219421,506.9,402.7,-1.206,4008,16000,0,0
1808082,17219422,506.9,402.7,-1.220,3990,16000,0,0
1813467,17219423,506.8,402.7,-1.193,3979,16000,0,0
1819399,17219424,507.0,402.7,-1.221,4060,16000,0,0
1825319,17219425,506.9,402.7,-1.207,3945,16000,0,0
1831270,17219426,506.9,402.7,-1.211,3970,16000,0,0
1837134,17219427,506.9,402.7,-1.190,3950,16000,0,0
1843034,17219428,506.9,402.7,-1.197,3981,16000,0,0
1848908,17219429,506.9,402.7,-1.211,3994,16000,0,0
1854904,17219430,507.0,402.7,-1.216,4055,16000,0,0
1861015,17219431,507.0,402.6,-1.197,3979,16000,0,0
1866674,17219432,506.9,402.7,-1.205,3940,16000,0,0
1872591,17219433,506.9,402.7,-1.208,3976,16000,0,0
1878542,17219434,506.9,402.7,-1.212,3995,16000,0,0
1884388,17219435,506.9,402.7,-1.195,3968,16000,0,0
1890323,17219436,506.9,402.7,-1.197,3948,16000,0,0
1896182,17219437,507.0,402.7,-1.215,3992,16000,0,0
1902104,17219438,506.9,402.6,-1.201,3920,16000,0,0
1908060,17219439,506.9,402.7,-1.193,3940,16000,0,0
1913950,17219440,507.0,402.7,-1.195,3994,16000,0,0
1927246,17219441,506.9,402.8,-1.197,3894,16000,0,0
1931750,17219442,506.9,402.7,-1.209,4040,16000,0,0
1932610,17219443,506.9,402.7,-1.204,4046,16000,0,0
1937559,17219444,506.9,402.8,-1.205,3936,16000,0,0
1944129,17219445,507.0,402.8,-1.204,3951,16000,0,0
1949327,17219446,506.9,402.7,-1.186,3959,16000,0,0
1955257,17219447,506.9,402.7,-1.211,3982,16000,0,0
1961144,17219448,506.9,402.7,-1.186,4062,16000,0,0
1967135,17219449,506.8,402.7,-1.192,3953,16000,0,0
1973020,17219450,506.9,402.7,-1.197,3989,16000,0,0
1978987,17219451,507.0,402.7,-1.225,4003,16000,0,0
1994396,17219452,507.0,402.7,-1.203,3962,16000,0,0
1994603,17219453,506.9,402.7,-1.186,3953,16000,0,0
1998678,17219454,506.9,402.7,-1.195,3947,16000,0,0
2002700,17219455,506.9,402.7,-1.189,3935,16000,0,0
2008484,17219456,506.9,402.7,-1.201,3931,16000,0,0
2014417,17219457,506.9,402.7,-1.195,3964,16000,0,0
2020286,17219458,506.9,402.7,-1.184,3882,16000,0,0
2026211,17219459,507.0,402.7,-1.210,4006,16000,0,0
2043995,17219460,506.9,402.7,-1.202,3919,16000,0,0
2044306,17219461,506.9,402.7,-1.212,4023,16000,0,0
2051564,17219462,506.9,402.7,-1.200,3999,16000,0,0
2055753,17219463,507.0,402.7,-1.211,4045,16000,0,0
2059769,17219464,506.9,402.7,-1.207,3980,16000,0,0
2063992,17219465,507.0,402.6,-1.193,3991,16000,0,0
2075567,17219466,506.9,402.7,-1.206,3861,16000,0,0
2083492,17219467,506.9,402.7,-1.194,3949,16000,0,0
2095702,17219468,506.9,402.7,-1.192,3893,16000,0,0
2111954,17219469,506.9,402.6,-1.208,3910,16000,0,0
2113040,17219470,506.9,402.7,-1.202,3916,16000,0,0
2114885,17219471,506.9,402.7,-1.208,3944,16000,0,0
2116669,17219472,507.0,402.7,-1.205,3966,16000,0,0
2117748,17219473,506.9,402.7,-1.214,3993,16000,0,0
2120624,17219474,506.9,402.8,-1.205,3974,16000,0,0
2124069,17219475,506.9,402.8,-1.215,4040,16000,0,0
2127232,17219476,506.9,402.7,-1.221,4000,16000,0,0
2135688,17219477,507.0,402.7,-1.214,4040,16000,0,0
2138424,17219478,507.0,402.7,-1.197,3924,16000,0,0
2144498,17219479,506.9,402.7,-1.210,3982,16000,0,0
2150285,17219480,506.9,402.8,-1.180,3889,16000,0,0
2156154,17219481,506.9,402.7,-1.201,3924,16000,0,0
2162026,17219482,506.9,402.7,-1.191,3899,16000,0,0
2168008,17219483,506.9,402.7,-1.196,3983,16000,0,0
2173884,17219484,506.9,402.7,-1.215,3994,16000,0,0
2179946,17219485,506.9,402.7,-1.213,4029,16000,0,0
2185702,17219486,506.9,402.7,-1.220,3993,16000,0,0
2191608,17219487,506.9,402.7,-1.196,3982,16000,0,0
2197518,17219488,506.9,402.8,-1.219,4004,16000,0,0
2203518,17219489,506.9,402.8,-1.209,3912,16000,0,0
2209341,17219490,507.0,402.7,-1.204,3949,16000,0,0
2215968,17219491,506.9,402.7,-1.201,3944,16000,0,0
2221322,17219492,506.9,402.8,-1.187,3919,16000,0,0
2227037,17219493,506.9,402.7,-1.205,3994,16000,0,0
2238687,17219494,506.9,402.7,-1.195,4017,16000,0,0
2239210,17219495,507.0,402.7,-1.209,4113,16000,0,0
2244715,17219496,506.9,402.6,-1.200,4002,16000,0,0
2250640,17219497,506.9,402.8,-1.192,3958,16000,0,0
2256554,17219498,507.0,402.7,-1.206,4006,16000,0,0
2262504,17219499,506.9,402.7,-1.202,3916,16000,0,0
2268402,17219500,507.0,402.6,-1.204,3984,16000,0,0
2274326,17219501,506.9,402.7,-1.192,3916,16000,0,0
2281628,17219502,506.9,402.7,-1.205,3948,16000,0,0
2286094,17219503,506.9,402.8,-1.211,4050,16000,0,0
2292017,17219504,506.9,402.7,-1.217,3975,16000,0,0
2298064,17219505,506.9,402.7,-1.193,3963,16000,0,0
2303820,17219506,506.9,402.7,-1.218,4017,16000,0,0
2309720,17219507,506.9,402.7,-1.219,4044,16000,0,0
2316106,17219508,506.9,402.6,-1.199,3987,16000,0,0
2321514,17219509,506.9,402.7,-1.200,3985,16000,0,0
2327442,17219510,506.9,402.8,-1.210,4027,16000,0,0
2333675,17219511,506.9,402.7,-1.189,3954,16000,0,0
2340291,17219512,506.9,402.7,-1.208,3946,16000,0,0
2345214,17219513,507.0,402.9,-1.211,3964,16000,0,0
2351115,17219514,506.8,402.8,-1.197,4012,16000,0,0
2357026,17219515,506.9,402.7,-1.215,4017,16000,0,0
2362910,17219516,507.0,402.7,-1.209,4028,16000,0,0
2368918,17219517,506.9,402.7,-1.195,3934,16000,0,0
2374791,17219518,506.9,402.7,-1.206,4055,16000,0,0
2382819,17219519,506.9,402.8,-1.206,3880,16000,0,0
2386499,17219520,506.9,402.6,-1.192,3924,16000,0,0
2394383,17219521,506.9,402.7,-1.207,3951,16000,0,0
2398373,17219522,506.9,402.7,-1.195,3993,16000,0,0
2404228,17219523,506.9,402.7,-1.207,3989,16000,0,0
2410646,17219524,506.9,402.7,-1.209,3928,16000,0,0
2416690,17219525,506.9,402.7,-1.206,3973,16000,0,0
2421972,17219526,506.9,402.8,-1.205,3950,16000,0,0
2427876,17219527,507.0,402.7,-1.197,3954,16000,0,0
2434457,17219528,506.9,402.7,-1.213,3974,16000,0,0
2440290,17219529,506.9,402.7,-1.194,4015,16000,0,0
2447936,17219530,506.8,402.8,-1.188,3845,16000,0,0
2451960,17219531,506.9,402.7,-1.201,4099,16000,0,0
2457445,17219532,506.9,402.7,-1.203,4057,16000,0,0
2463285,17219533,506.9,402.7,-1.223,4058,16000,0,0
2469260,17219534,506.9,402.6,-1.211,4043,16000,0,0
2475172,17219535,506.9,402.7,-1.190,3917,16000,0,0
2481627,17219536,506.9,402.7,-1.197,3951,16000,0,0
2486935,17219537,506.9,402.7,-1.210,3939,16000,0,0
2493811,17219538,507.0,402.6,-1.195,4030,16000,0,0
2499983,17219539,506.9,402.7,-1.199,3919,16000,0,0
2504693,17219540,507.0,402.7,-1.212,4020,16000,0,0
2510574,17219541,506.9,402.7,-1.196,3990,16000,0,0
2516523,17219542,506.9,402.6,-1.207,4008,16000,0,0
