# -- start of yaml config --
# ---
# app:
#   name: fview2-pylon
#   version: 0.20.29
#   git_hash: 40bdbc539a03f94077ff55a1471cf0c3581724fd
# camera:
#   vendor: Basler
#   model: Basler-22149787
#   serial: "22149787"
#   width: 1280
#   height: 1024
# created_at: "2019-11-05T10:42:44.278638138+01:00"
# csv_rate_limit: ~
# object_detection_cfg:
#   do_update_background_model: false
#   polarity: DetectDark
#   alpha: 0.009999999776482582
#   n_sigma: 7.0
#   bright_non_gaussian_cutoff: 255
#   bright_non_gaussian_replacement: 5
#   bg_update_interval: 200
#   diff_threshold: 10
#   use_cmp: true
#   max_num_points: 1
#   feature_window_size: 30
#   clear_fraction: 0.30000001192092898
#   despeckle_threshold: 5
#   valid_region:
#     Circle:
#       center_x: 640
#       center_y: 450
#       radius: 440
# -- end of yaml config --
time_microseconds,frame,x_px,y_px,orientation_radians_mod_pi,central_moment,led_1,led_2,led_3
649816,36069,731.8,295.6,0.754,1123,16000,0,0
655717,36070,731.8,295.6,0.757,1142,16000,0,0
661676,36071,731.8,295.6,0.754,1188,16000,0,0
667532,36072,731.8,295.6,0.743,1129,16000,0,0
673451,36073,731.9,295.6,0.744,1171,16000,0,0
679344,36074,731.8,295.4,0.793,1161,16000,0,0
685254,36075,731.7,295.4,0.782,1152,16000,0,0
698041,36076,731.8,295.6,0.787,1172,16000,0,0
698221,36077,731.9,295.6,0.752,1192,16000,0,0
703840,36078,731.9,295.6,0.734,1173,16000,0,0
709098,36079,731.9,295.5,0.734,1104,16000,0,0
720614,36080,732.0,295.6,0.782,1192,16000,0,0
721948,36081,732.0,295.5,0.782,1171,16000,0,0
726614,36082,732.0,295.6,0.745,1141,16000,0,0
732563,36083,732.1,295.7,0.753,1166,16000,0,0
738424,36084,732.0,295.7,0.768,1166,16000,0,0
744340,36085,732.1,295.7,0.753,1091,16000,0,0
750227,36086,732.0,295.7,0.789,1143,16000,0,0
756177,36087,732.0,295.7,0.772,1133,16000,0,0
762010,36088,732.0,295.8,0.782,1132,16000,0,0
767975,36089,732.1,296.0,0.766,1132,16000,0,0
773865,36090,732.0,295.9,0.821,1155,16000,0,0
780079,36091,732.1,295.9,0.812,1157,16000,0,0
785711,36092,732.1,295.9,0.807,1134,16000,0,0
791636,36093,732.0,295.8,0.782,1129,16000,0,0
797664,36094,732.2,295.9,0.841,1158,16000,0,0
803397,36095,732.1,295.8,0.813,1151,16000,0,0
809306,36096,732.2,295.9,0.826,1119,16000,0,0
815215,36097,732.2,295.7,0.821,1135,16000,0,0
821246,36098,732.2,295.9,0.837,1166,16000,0,0
827050,36099,732.1,295.8,0.819,1139,16000,0,0
832970,36100,732.2,296.0,0.806,1141,16000,0,0
838933,36101,732.3,296.1,0.855,1116,16000,0,0
848352,36102,732.3,296.2,0.873,1131,16000,0,0
850689,36103,732.4,296.3,0.847,1162,16000,0,0
856589,36104,732.4,296.2,0.883,1170,16000,0,0
862447,36105,732.4,296.4,0.919,1191,16000,0,0
868408,36106,732.5,296.4,0.891,1135,16000,0,0
874308,36107,732.4,296.5,0.867,1170,16000,0,0
897029,36108,732.5,296.5,0.879,1135,16000,0,0
897350,36109,732.5,296.5,0.903,1158,16000,0,0
897780,36110,732.4,296.4,0.873,1169,16000,0,0
905640,36111,732.4,296.5,0.946,1181,16000,0,0
906331,36112,732.6,296.6,0.913,1159,16000,0,0
910785,36113,732.5,296.6,0.942,1168,16000,0,0
915632,36114,732.6,296.7,0.956,1205,16000,0,0
921504,36115,732.5,296.8,0.958,1194,16000,0,0
927451,36116,732.5,296.8,0.974,1232,16000,0,0
933410,36117,732.6,296.8,0.962,1145,16000,0,0
939279,36118,732.5,296.6,0.988,1169,16000,0,0
945197,36119,732.6,296.8,0.985,1153,16000,0,0
951114,36120,732.6,296.8,0.983,1169,16000,0,0
957057,36121,732.6,296.9,0.973,1138,16000,0,0
962980,36122,732.5,296.8,0.977,1149,16000,0,0
968831,36123,732.5,296.9,1.014,1165,16000,0,0
974708,36124,732.6,296.8,0.952,1177,16000,0,0
980637,36125,732.7,297.0,0.986,1158,16000,0,0
988987,36126,732.6,296.9,1.020,1170,16000,0,0
992571,36127,732.6,297.0,1.000,1161,16000,0,0
998370,36128,732.6,297.0,1.004,1191,16000,0,0
1004281,36129,732.5,297.1,1.026,1188,16000,0,0
1010152,36130,732.5,297.2,1.019,1178,16000,0,0
1016084,36131,732.5,297.2,1.001,1163,16000,0,0
1021980,36132,732.4,297.2,1.020,1163,16000,0,0
1027895,36133,732.4,297.2,1.038,1150,16000,0,0
1033803,36134,732.4,297.3,1.017,1187,16000,0,0
1039878,36135,732.4,297.4,1.031,1175,16000,0,0
1045616,36136,732.3,297.3,1.076,1172,16000,0,0
1051616,36137,732.3,297.2,1.061,1147,16000,0,0
1057534,36138,732.3,297.3,1.047,1167,16000,0,0
1063290,36139,732.2,297.3,1.046,1202,16000,0,0
1069276,36140,732.4,297.4,1.048,1133,16000,0,0
1075201,36141,732.3,297.3,1.018,1129,16000,0,0
1081073,36142,732.4,297.5,1.074,1167,16000,0,0
1087015,36143,732.4,297.4,1.069,1144,16000,0,0
1092860,36144,732.4,297.5,1.086,1170,16000,0,0
1098823,36145,732.3,297.6,1.094,1195,16000,0,0
1104732,36146,732.4,297.6,1.113,1199,16000,0,0
1110636,36147,732.3,297.7,1.099,1138,16000,0,0
1116542,36148,732.3,297.7,1.094,1180,16000,0,0
1122442,36149,732.3,297.8,1.085,1199,16000,0,0
1129189,36150,732.3,297.8,1.094,1164,16000,0,0
1134223,36151,732.3,297.8,1.112,1183,16000,0,0
1140153,36152,732.3,297.8,1.123,1192,16000,0,0
1146051,36153,732.3,297.9,1.101,1127,16000,0,0
1151928,36154,732.3,297.8,1.127,1173,16000,0,0
1158021,36155,732.2,297.8,1.112,1137,16000,0,0
1163791,36156,732.3,297.8,1.122,1178,16000,0,0
1169705,36157,732.4,297.8,1.103,1163,16000,0,0
1175651,36158,732.3,297.9,1.113,1156,16000,0,0
1181483,36159,732.3,297.9,1.105,1147,16000,0,0
1187402,36160,732.4,297.9,1.104,1150,16000,0,0
1193333,36161,732.3,297.9,1.127,1185,16000,0,0
1199242,36162,732.3,297.9,1.103,1144,16000,0,0
1205122,36163,732.4,297.9,1.145,1177,16000,0,0
1210996,36164,732.4,297.9,1.128,1147,16000,0,0
1216949,36165,732.4,298.0,1.151,1177,16000,0,0
1222835,36166,732.4,298.0,1.137,1154,16000,0,0
1228712,36167,732.3,297.9,1.145,1120,16000,0,0
1234649,36168,732.3,298.0,1.132,1171,16000,0,0
1240590,36169,732.3,298.0,1.121,1140,16000,0,0
1246486,36170,732.3,298.0,1.144,1164,16000,0,0
1252361,36171,732.3,298.1,1.113,1121,16000,0,0
1260414,36172,732.3,298.1,1.106,1190,16000,0,0
1264174,36173,732.2,298.0,1.132,1179,16000,0,0
1270129,36174,732.3,298.2,1.145,1144,16000,0,0
1275984,36175,732.2,298.1,1.140,1094,16000,0,0
1281859,36176,732.3,298.1,1.116,1152,16000,0,0
1287764,36177,732.2,298.1,1.114,1107,16000,0,0
1293756,36178,732.3,298.2,1.116,1140,16000,0,0
1299604,36179,732.2,298.1,1.128,1198,16000,0,0
1305538,36180,732.2,298.1,1.151,1194,16000,0,0
1311438,36181,732.2,298.2,1.128,1148,16000,0,0
1317381,36182,732.2,298.1,1.139,1178,16000,0,0
1323388,36183,732.2,298.1,1.113,1147,16000,0,0
1329193,36184,732.2,298.0,1.151,1157,16000,0,0
1335099,36185,732.3,298.0,1.154,1137,16000,0,0
1340987,36186,732.3,298.1,1.145,1110,16000,0,0
1346965,36187,732.2,298.1,1.147,1186,16000,0,0
1352795,36188,732.2,298.0,1.108,1130,16000,0,0
1358689,36189,732.3,298.1,1.115,1115,16000,0,0
1364618,36190,732.3,298.1,1.127,1150,16000,0,0
1370534,36191,732.3,298.0,1.161,1156,16000,0,0
1376394,36192,732.3,297.9,1.123,1174,16000,0,0
1382348,36193,732.2,298.1,1.127,1155,16000,0,0
1388251,36194,732.3,298.0,1.130,1129,16000,0,0
1394152,36195,732.2,298.1,1.137,1156,16000,0,0
1400072,36196,732.3,298.0,1.123,1160,16000,0,0
1406132,36197,732.2,298.1,1.128,1196,16000,0,0
1411908,36198,732.2,298.0,1.140,1163,16000,0,0
1417818,36199,732.2,297.9,1.147,1171,16000,0,0
1423726,36200,732.3,298.0,1.118,1173,16000,0,0
1429577,36201,732.2,298.0,1.132,1157,16000,0,0
1435574,36202,732.3,298.1,1.121,1144,16000,0,0
1441481,36203,732.3,298.0,1.137,1151,16000,0,0
1447373,36204,732.3,298.1,1.155,1146,16000,0,0
1453251,36205,732.3,298.1,1.117,1161,16000,0,0
1459162,36206,732.2,298.0,1.153,1169,16000,0,0
1465055,36207,732.2,298.1,1.103,1135,16000,0,0
1471004,36208,732.3,298.1,1.116,1137,16000,0,0
1476941,36209,732.3,298.1,1.144,1160,16000,0,0
1482830,36210,732.2,298.0,1.166,1160,16000,0,0
1488688,36211,732.3,298.1,1.141,1155,16000,0,0
1494590,36212,732.3,298.1,1.119,1149,16000,0,0
1500482,36213,732.2,298.0,1.119,1172,16000,0,0
1508509,36214,732.2,298.0,1.121,1163,16000,0,0
1512304,36215,732.3,298.1,1.100,1151,16000,0,0
1518224,36216,732.2,298.0,1.139,1176,16000,0,0
1524125,36217,732.3,298.0,1.163,1155,16000,0,0
1530081,36218,732.2,297.9,1.152,1158,16000,0,0
1535934,36219,732.3,298.0,1.131,1151,16000,0,0
1541878,36220,732.3,297.9,1.167,1175,16000,0,0
1547732,36221,732.2,297.9,1.121,1182,16000,0,0
1553686,36222,732.3,297.9,1.146,1148,16000,0,0
1559503,36223,732.2,298.0,1.091,1183,16000,0,0
1565478,36224,732.3,298.0,1.122,1149,16000,0,0
1571435,36225,732.3,298.1,1.150,1179,16000,0,0
1577294,36226,732.2,298.0,1.140,1161,16000,0,0
1583181,36227,732.3,298.0,1.141,1140,16000,0,0
1589101,36228,732.3,297.9,1.104,1183,16000,0,0
1595068,36229,732.3,298.1,1.103,1158,16000,0,0
1600933,36230,732.3,297.9,1.141,1159,16000,0,0
1606838,36231,732.3,298.0,1.117,1200,16000,0,0
1613308,36232,732.4,297.9,1.140,1133,16000,0,0
1619715,36233,732.4,297.8,1.103,1119,16000,0,0
1624498,36234,732.5,297.8,1.126,1156,16000,0,0
1631716,36235,732.6,297.5,1.070,1150,16000,0,0
1636337,36236,732.7,297.4,1.019,1147,16000,0,0
1642262,36237,732.8,297.4,1.038,1183,16000,0,0
1648183,36238,732.9,297.5,1.003,1194,16000,0,0
1654056,36239,733.0,297.3,0.948,1172,16000,0,0
1660031,36240,733.1,297.3,0.954,1158,16000,0,0
1665943,36241,733.1,297.2,0.946,1188,16000,0,0
1671820,36242,733.2,297.2,0.916,1180,16000,0,0
1677727,36243,733.2,297.2,0.913,1153,16000,0,0
1683638,36244,733.2,297.1,0.930,1163,16000,0,0
1689557,36245,733.3,297.1,0.886,1213,16000,0,0
1695786,36246,733.4,297.1,0.877,1197,16000,0,0
1701357,36247,733.4,297.1,0.865,1205,16000,0,0
1707205,36248,733.5,297.1,0.852,1219,16000,0,0
1713170,36249,733.6,297.0,0.897,1210,16000,0,0
1719040,36250,733.6,297.2,0.821,1202,16000,0,0
1725004,36251,733.5,297.1,0.827,1167,16000,0,0
1730883,36252,733.5,297.1,0.819,1214,16000,0,0
1736809,36253,733.7,297.2,0.847,1190,16000,0,0
1748905,36254,733.8,297.1,0.854,1170,16000,0,0
1751215,36255,733.8,297.2,0.816,1216,16000,0,0
1754532,36256,733.7,297.1,0.802,1193,16000,0,0
1760387,36257,733.9,297.2,0.821,1144,16000,0,0
1766307,36258,733.9,297.1,0.788,1158,16000,0,0
1772208,36259,734.0,297.3,0.786,1190,16000,0,0
1778104,36260,734.0,297.4,0.728,1221,16000,0,0
1784029,36261,734.1,297.4,0.772,1176,16000,0,0
1789979,36262,734.0,297.3,0.754,1248,16000,0,0
1795832,36263,734.2,297.3,0.732,1177,16000,0,0
1801809,36264,734.4,297.5,0.721,1231,16000,0,0
1807666,36265,734.4,297.4,0.696,1210,16000,0,0
1813585,36266,734.5,297.5,0.700,1235,16000,0,0
1819462,36267,734.7,297.5,0.672,1239,16000,0,0
1825469,36268,734.6,297.4,0.697,1250,16000,0,0
1831318,36269,734.9,297.6,0.674,1221,16000,0,0
1837271,36270,734.9,297.6,0.675,1241,16000,0,0
1847121,36271,735.3,297.5,0.690,1177,16000,0,0
1851064,36272,735.4,297.4,0.657,1147,16000,0,0
1854918,36273,735.6,297.4,0.636,1164,16000,0,0
1860831,36274,735.8,297.4,0.670,1200,16000,0,0
1866983,36275,735.8,297.5,0.623,1166,16000,0,0
1872744,36276,735.9,297.4,0.627,1184,16000,0,0
1878534,36277,736.0,297.4,0.591,1134,16000,0,0
1884480,36278,736.1,297.3,0.598,1192,16000,0,0
1890384,36279,736.3,297.4,0.568,1141,16000,0,0
1896470,36280,736.5,297.4,0.573,1143,16000,0,0
1902185,36281,736.7,297.4,0.550,1165,16000,0,0
1908124,36282,736.9,297.5,0.590,1190,16000,0,0
1914056,36283,737.1,297.6,0.551,1150,16000,0,0
1919916,36284,737.4,297.6,0.522,1135,16000,0,0
1925803,36285,737.6,297.8,0.476,1125,16000,0,0
1931705,36286,737.9,297.9,0.487,1155,16000,0,0
1937822,36287,738.2,297.8,0.500,1086,16000,0,0
1943510,36288,738.3,297.8,0.479,1114,16000,0,0
1949453,36289,738.4,297.9,0.488,1129,16000,0,0
1955312,36290,738.5,297.7,0.483,1125,16000,0,0
1961681,36291,738.8,297.9,0.451,1125,16000,0,0
1967148,36292,739.2,297.9,0.406,1132,16000,0,0
1973120,36293,739.3,297.9,0.435,1165,16000,0,0
1979691,36294,739.5,297.9,0.446,1136,16000,0,0
1984909,36295,739.6,297.9,0.440,1156,16000,0,0
1990784,36296,739.8,297.8,0.444,1132,16000,0,0
1996708,36297,740.1,297.8,0.425,1162,16000,0,0
2002627,36298,740.3,297.7,0.413,1167,16000,0,0
2008490,36299,740.5,297.6,0.408,1110,16000,0,0
2014372,36300,740.6,297.6,0.444,1141,16000,0,0
2020365,36301,740.9,297.6,0.437,1145,16000,0,0
2026193,36302,740.9,297.6,0.422,1139,16000,0,0
2032120,36303,741.1,297.6,0.409,1157,16000,0,0
2038112,36304,741.3,297.7,0.407,1145,16000,0,0
2043972,36305,741.6,297.8,0.404,1194,16000,0,0
2049928,36306,741.9,297.8,0.344,1181,16000,0,0
2055809,36307,742.3,297.9,0.352,1198,16000,0,0
2061683,36308,742.6,298.0,0.356,1172,16000,0,0
2067639,36309,742.8,298.0,0.342,1134,16000,0,0
2073559,36310,743.0,297.9,0.333,1176,16000,0,0
2079414,36311,743.2,297.8,0.326,1159,16000,0,0
2085295,36312,743.6,297.7,0.326,1190,16000,0,0
2091328,36313,743.9,297.7,0.341,1158,16000,0,0
2097156,36314,744.0,297.7,0.395,1167,16000,0,0
2103117,36315,744.2,297.7,0.306,1151,16000,0,0
2109026,36316,744.5,297.7,0.338,1140,16000,0,0
2115299,36317,744.6,297.6,0.369,1162,16000,0,0
2121098,36318,744.7,297.7,0.337,1173,16000,0,0
2126775,36319,744.8,297.7,0.307,1142,16000,0,0
2132691,36320,745.0,297.7,0.292,1128,16000,0,0
2138516,36321,745.2,297.7,0.281,1178,16000,0,0
2144396,36322,745.4,297.6,0.254,1169,16000,0,0
2150456,36323,745.6,297.6,0.251,1173,16000,0,0
2156190,36324,745.7,297.6,0.267,1119,16000,0,0
2162118,36325,746.0,297.6,0.237,1106,16000,0,0
2168035,36326,746.1,297.6,0.254,1117,16000,0,0
2174207,36327,746.3,297.5,0.271,1113,16000,0,0
2179856,36328,746.5,297.6,0.262,1140,16000,0,0
2185777,36329,746.6,297.6,0.244,1118,16000,0,0
2191602,36330,747.0,297.5,0.216,1153,16000,0,0
2197547,36331,747.2,297.6,0.222,1146,16000,0,0
2203552,36332,747.4,297.5,0.214,1149,16000,0,0
2209439,36333,747.5,297.6,0.234,1102,16000,0,0
2215263,36334,747.8,297.5,0.213,1162,16000,0,0
2221194,36335,748.3,297.5,0.204,1126,16000,0,0
2227096,36336,748.4,297.5,0.193,1158,16000,0,0
2233074,36337,748.5,297.5,0.215,1141,16000,0,0
2238963,36338,748.7,297.5,0.188,1124,16000,0,0
2244959,36339,749.0,297.4,0.177,1132,16000,0,0
2250766,36340,749.1,297.4,0.224,1123,16000,0,0
2257016,36341,749.3,297.4,0.163,1168,16000,0,0
2262513,36342,749.6,297.4,0.193,1160,16000,0,0
2268456,36343,749.6,297.4,0.221,1119,16000,0,0
2274400,36344,749.7,297.4,0.201,1142,16000,0,0
2280293,36345,749.9,297.3,0.224,1168,16000,0,0
2286169,36346,750.1,297.3,0.233,1155,16000,0,0
2292075,36347,750.1,297.3,0.259,1153,16000,0,0
2298025,36348,750.5,297.5,0.250,1110,16000,0,0
2303924,36349,750.6,297.5,0.268,1118,16000,0,0
2309796,36350,750.7,297.6,0.249,1108,16000,0,0
2315707,36351,750.7,297.5,0.280,1116,16000,0,0
2321614,36352,751.1,297.6,0.262,1140,16000,0,0
2327594,36353,751.2,297.5,0.287,1109,16000,0,0
2333478,36354,751.2,297.5,0.270,1134,16000,0,0
2339343,36355,751.5,297.6,0.287,1089,16000,0,0
2345253,36356,751.6,297.5,0.277,1135,16000,0,0
2351422,36357,751.8,297.6,0.300,1062,16000,0,0
2357090,36358,752.1,297.7,0.293,1117,16000,0,0
2362944,36359,752.2,297.7,0.272,1127,16000,0,0
2368951,36360,752.4,297.7,0.240,1098,16000,0,0
2374752,36361,752.5,297.7,0.264,1128,16000,0,0
2380740,36362,752.6,297.8,0.275,1113,16000,0,0
2386633,36363,753.1,297.9,0.237,1122,16000,0,0
2392698,36364,753.4,297.9,0.282,1122,16000,0,0
2398417,36365,753.4,298.0,0.263,1122,16000,0,0
2404419,36366,753.6,297.9,0.257,1114,16000,0,0
2414240,36367,754.0,298.0,0.246,1147,16000,0,0
2416187,36368,754.1,297.9,0.266,1161,16000,0,0
2422034,36369,754.4,298.0,0.274,1130,16000,0,0
2427919,36370,754.5,297.9,0.261,1120,16000,0,0
2433862,36371,754.8,298.0,0.247,1150,16000,0,0
2439829,36372,754.8,298.0,0.301,1146,16000,0,0
2447404,36373,754.9,298.0,0.288,1139,16000,0,0
2451542,36374,755.0,298.0,0.255,1112,16000,0,0
2457459,36375,755.4,298.1,0.289,1154,16000,0,0
2463656,36376,755.4,298.0,0.280,1163,16000,0,0
2469335,36377,755.7,298.0,0.328,1141,16000,0,0
2477949,36378,755.7,298.1,0.301,1148,16000,0,0
2481067,36379,755.9,298.2,0.342,1112,16000,0,0
2487008,36380,756.0,298.3,0.331,1145,16000,0,0
2492934,36381,756.2,298.2,0.333,1129,16000,0,0
2498811,36382,756.4,298.4,0.331,1112,16000,0,0
2504768,36383,756.5,298.4,0.341,1111,16000,0,0
2510615,36384,756.6,298.4,0.350,1100,16000,0,0
2516549,36385,756.7,298.5,0.349,1120,16000,0,0
2522448,36386,756.9,298.5,0.334,1112,16000,0,0
2528359,36387,757.0,298.5,0.341,1120,16000,0,0
2534269,36388,757.3,298.7,0.319,1104,16000,0,0
2540191,36389,757.4,298.6,0.324,1106,16000,0,0
2546128,36390,757.5,298.8,0.320,1123,16000,0,0
2552030,36391,757.8,298.8,0.328,1128,16000,0,0
2558029,36392,758.0,298.9,0.314,1147,16000,0,0
2563826,36393,758.1,299.0,0.342,1175,16000,0,0
2569763,36394,758.4,299.0,0.328,1159,16000,0,0
2575647,36395,758.5,299.1,0.322,1107,16000,0,0
2581573,36396,758.6,299.1,0.316,1154,16000,0,0
2587593,36397,758.8,299.1,0.317,1130,16000,0,0
2593319,36398,759.0,299.2,0.323,1125,16000,0,0
2599265,36399,759.1,299.2,0.328,1134,16000,0,0
2605202,36400,759.2,299.3,0.317,1162,16000,0,0
2611028,36401,759.5,299.3,0.326,1125,16000,0,0
2617070,36402,759.6,299.3,0.355,1139,16000,0,0
2623076,36403,759.9,299.4,0.323,1101,16000,0,0
2628811,36404,760.0,299.5,0.345,1147,16000,0,0
2634738,36405,760.0,299.6,0.341,1143,16000,0,0
2640765,36406,760.5,299.7,0.380,1138,16000,0,0
2646517,36407,760.7,299.8,0.388,1147,16000,0,0
2652405,36408,760.7,300.0,0.370,1154,16000,0,0
2658363,36409,760.8,300.0,0.349,1159,16000,0,0
2664283,36410,761.0,300.1,0.372,1123,16000,0,0
2670141,36411,761.2,300.3,0.375,1145,16000,0,0
2676046,36412,761.3,300.3,0.405,1124,16000,0,0
2681981,36413,761.5,300.3,0.380,1120,16000,0,0
2687950,36414,761.7,300.5,0.387,1103,16000,0,0
2693829,36415,761.8,300.5,0.419,1086,16000,0,0
